date,Aspropirgos,Galatsi,Kiourka,Menidi,Total
2012-07-16,159661,377511,222204,603152,1362528
2012-07-17,159901,367849,195278,590826,1313854
2012-07-18,159170,368111,204783,593756,1325820
2012-07-19,157137,364892,177495,600140,1299664
2012-07-20,158921,365133,177940,595781,1297775
2012-07-21,156809,353216,195551,602133,1307709
2012-07-22,152874,344678,179737,590552,1267841
2012-07-23,158411,361794,173569,620791,1314565
2012-07-24,158238,367665,175784,627388,1329075
2012-07-25,157456,366876,176941,615029,1316302
2012-07-26,155786,358340,179314,610542,1303982
2012-07-27,158118,354209,177922,604897,1295146
2012-07-28,156256,350325,193415,592317,1292313
2012-07-29,153988,342707,188996,578337,1264028
2012-07-30,157755,358687,189722,616890,1323054
2012-07-31,157749,356014,184794,601900,1300457
2012-08-01,155043,357543,181239,591418,1285243
2012-08-02,156353,352846,180872,583624,1273695
2012-08-03,155460,348470,185074,579169,1268173
2012-08-04,152970,332353,190260,563513,1239096
2012-08-05,152519,332741,189081,535766,1210107
2012-08-06,157988,339114,180208,574373,1251683
2012-08-07,158548,342184,182254,579321,1262307
2012-08-08,157854,345973,195438,575632,1274897
2012-08-09,158991,339653,187419,577044,1263107
2012-08-10,154944,337156,177847,561387,1231334
2012-08-11,147000,316807,172476,517172,1153455
2012-08-12,144816,307318,164942,509269,1126345
2012-08-13,145715,319911,163789,513472,1142887
2012-08-14,147725,311562,164375,511009,1134671
2012-08-15,144846,292562,160216,480462,1078086
2012-08-16,152574,304627,167088,518183,1142472
2012-08-17,152046,310961,167610,512868,1143485
2012-08-18,147309,305307,178748,506524,1137888
2012-08-19,146937,303637,178870,510790,1140234
2012-08-20,152503,328072,172665,540452,1193692
2012-08-21,152972,333704,173791,551032,1211499
2012-08-22,155993,337112,175677,568648,1237430
2012-08-23,156425,334284,179356,574780,1244845
2012-08-24,157698,342354,178481,569246,1247779
2012-08-25,155503,339426,182877,582517,1260323
2012-08-26,155064,342656,185362,572817,1255899
2012-08-27,159612,362202,184520,598102,1304436
2012-08-28,161483,357713,168451,583861,1271508
2012-08-29,160701,362751,181839,580468,1285759
2012-08-30,158679,361560,172163,588274,1280676
2012-08-31,160649,362812,174412,590279,1288152
2012-09-01,161579,360159,179796,589289,1290823
2012-09-02,158850,356564,171941,577287,1264642
2012-09-03,160236,371921,168121,609344,1309622
2012-09-04,165935,370641,165014,615326,1316916
2012-09-05,164246,375205,167317,613693,1320461
2012-09-06,158759,371654,164979,614307,1309699
2012-09-07,158687,367382,164869,614113,1305051
2012-09-08,155802,365665,170620,594586,1286673
2012-09-09,154363,353871,169148,580190,1257572
2012-09-10,157843,371350,162206,595083,1286482
2012-09-11,154958,368069,156936,594409,1274372
2012-09-12,154358,367548,159410,608656,1289972
2012-09-13,154562,368810,155463,596483,1275318
2012-09-14,151557,364031,143112,567390,1226090
2012-09-15,148714,361564,145187,586699,1242164
2012-09-16,138588,337803,127314,531634,1135339
2012-09-17,144818,353251,120199,553842,1172110
2012-09-18,145398,355325,120727,546929,1168379
2012-09-19,145410,357131,129272,555028,1186841
2012-09-20,147376,362814,130237,555981,1196408
2012-09-21,145560,363744,127160,555904,1192368
2012-09-22,145340,361993,137022,573841,1218196
2012-09-23,145059,353230,133817,554281,1186387
2012-09-24,149063,360519,125829,567012,1202423
2012-09-25,149369,361877,128125,576765,1216136
2012-09-26,149899,366619,130770,582690,1229978
2012-09-27,151038,367421,138780,575933,1233172
2012-09-28,152058,367952,156943,555835,1232788
2012-09-29,158088,370509,176938,565643,1271178
2012-09-30,156362,361066,172570,533753,1223751
2012-10-01,156068,376634,158309,558146,1249157
2012-10-02,152259,366939,156655,558671,1234524
2012-10-03,155568,367769,157592,569793,1250722
2012-10-04,150505,359443,137462,546070,1193480
2012-10-05,152241,362937,137494,562120,1214792
2012-10-06,152620,363407,152065,574815,1242907
2012-10-07,151846,353562,151790,548427,1205625
2012-10-08,151787,361461,148584,537402,1199234
2012-10-09,149218,355933,136385,526025,1167561
2012-10-10,146223,350366,128667,503514,1128770
2012-10-11,143245,354557,134543,520354,1152699
2012-10-12,144349,359161,137661,524541,1165712
2012-10-13,148466,362825,140858,533857,1186006
2012-10-14,145245,350096,141970,516694,1154005
2012-10-15,143790,354725,132070,504291,1134876
2012-10-16,143268,359962,133565,523051,1159846
2012-10-17,142628,360136,132722,526239,1161725
2012-10-18,144407,357246,124224,530951,1156828
2012-10-19,146007,355913,131277,522774,1155971
2012-10-20,147427,356156,141485,532321,1177389
2012-10-21,142879,344201,126031,498445,1111556
2012-10-22,137996,343528,105456,480271,1067251
2012-10-23,134004,336992,90954,481205,1043155
2012-10-24,134481,345388,86116,490667,1056652
2012-10-25,139058,347059,120956,489683,1096756
2012-10-26,139927,342692,101948,482479,1067046
2012-10-27,137160,358561,109202,504729,1109652
2012-10-28,138245,333412,98103,459024,1028784
2012-10-29,132060,364867,115676,442204,1054807
2012-10-30,134113,367538,122612,448852,1073115
2012-10-31,136517,372558,124285,449600,1082960
2012-11-01,133567,369929,99010,445393,1047899
2012-11-02,138496,378892,108729,476094,1102211
2012-11-03,141557,378593,121396,482247,1123793
2012-11-04,139016,366286,110378,462208,1077888
2012-11-05,140564,377397,104707,454425,1077093
2012-11-06,143574,374247,137884,455709,1111414
2012-11-07,138753,368929,138955,422984,1069621
2012-11-08,136351,355797,111850,393682,997680
2012-11-09,138184,360217,114321,434337,1047059
2012-11-10,136419,373187,122503,429207,1061316
2012-11-11,134518,357811,112915,420061,1025305
2012-11-12,134028,366837,120641,412513,1034019
2012-11-13,135518,364553,117453,433571,1051095
2012-11-14,134260,364169,83161,444038,1025628
2012-11-15,132851,359729,124249,411275,1028104
2012-11-16,131366,362632,112621,432790,1039409
2012-11-17,128829,361214,120393,425159,1035595
2012-11-18,131446,361374,111564,435334,1039718
2012-11-19,132819,355746,96831,444006,1029402
2012-11-20,130838,318772,81174,476274,1007058
2012-11-21,127287,312735,61434,484797,986253
2012-11-22,133365,317186,66596,500491,1017638
2012-11-23,135570,312639,69149,486326,1003684
2012-11-24,132629,319846,74746,484919,1012140
2012-11-25,132445,315006,73879,494926,1016256
2012-11-26,131309,313617,68608,494289,1007823
2012-11-27,129695,314752,60370,497154,1001971
2012-11-28,131840,315321,61320,489859,998340
2012-11-29,128429,309373,70948,478267,987017
2012-11-30,126705,310891,77684,469153,984433
2012-12-01,126356,318523,80215,494923,1020017
2012-12-02,127371,310005,84284,471130,992790
2012-12-03,130788,315785,80504,472728,999805
2012-12-04,127050,312957,79278,469070,988355
2012-12-05,126727,330238,79368,450440,986773
2012-12-06,127774,329869,65372,466099,989114
2012-12-07,127883,329387,63648,471639,992557
2012-12-08,127066,326625,67681,469282,990654
2012-12-09,124725,324985,65640,450580,965930
2012-12-10,126819,329268,64355,469367,989809
2012-12-11,126782,326273,64713,467288,985056
2012-12-12,127506,310822,64959,478110,981397
2012-12-13,124202,309994,64476,472541,971213
2012-12-14,125676,305205,78876,461739,971496
2012-12-15,125492,328022,84561,463631,1001706
2012-12-16,127319,326590,84092,452829,990830
2012-12-17,125843,314317,80797,462833,983790
2012-12-18,125421,303986,85040,452662,967109
2012-12-19,125578,307824,83926,470156,987484
2012-12-20,124936,305591,66953,463461,960941
2012-12-21,125323,310473,65942,489955,991693
2012-12-22,124614,308194,65710,458949,957467
2012-12-23,123020,309261,64950,440296,937527
2012-12-24,126437,315955,66943,474674,984009
2012-12-25,122438,306617,65121,423442,917618
2012-12-26,124622,302750,66794,443653,937819
2012-12-27,123188,306367,67907,462833,960295
2012-12-28,124829,305483,66408,460150,956870
2012-12-29,122442,303396,65875,436764,928477
2012-12-30,121650,300010,65476,441687,928823
2012-12-31,128019,327074,68931,486465,1010489
2013-01-01,121293,301824,64497,421746,909360
2013-01-02,125992,316406,67364,484735,994497
2013-01-03,124250,317918,64058,459222,965448
2013-01-04,125997,317326,64632,479704,987659
2013-01-05,124873,319294,65998,496818,1006983
2013-01-06,120981,307613,63666,459412,951672
2013-01-07,124724,319745,63625,483677,991771
2013-01-08,123526,309313,61186,454419,948444
2013-01-09,126470,317964,63945,482296,990675
2013-01-10,125412,319501,64590,476487,985990
2013-01-11,126914,318078,65758,475254,986004
2013-01-12,126450,323096,65803,490980,1006329
2013-01-13,126721,317132,65256,470872,979981
2013-01-14,124768,315302,67887,466802,974759
2013-01-15,124903,314030,67597,459228,965758
2013-01-16,122919,302270,66464,450069,941722
2013-01-17,124210,312937,66081,462207,965435
2013-01-18,122854,309861,63813,458607,955135
2013-01-19,121363,367105,66449,493932,1048849
2013-01-20,122112,298485,65180,462072,947849
2013-01-21,120143,321125,64709,472788,978765
2013-01-22,119956,314022,64442,478927,977347
2013-01-23,118751,322628,63900,473387,978666
2013-01-24,116622,314496,61907,453850,946875
2013-01-25,114791,314674,65280,461514,956259
2013-01-26,116467,318090,63873,468372,966802
2013-01-27,116683,313454,64109,464475,958721
2013-01-28,118385,314085,63593,491606,987669
2013-01-29,114289,305634,63079,455354,938356
2013-01-30,120800,314694,63578,479689,978761
2013-01-31,122385,315076,62915,476119,976495
2013-02-01,121434,314076,64004,472941,972455
2013-02-02,124153,321192,67195,480809,993349
2013-02-03,123850,313820,66131,472422,976223
2013-02-04,123850,312520,66559,477024,979953
2013-02-05,124579,315223,63192,475070,978064
2013-02-06,127605,314561,64300,483180,989646
2013-02-07,129223,308708,67543,465130,970604
2013-02-08,132145,313633,62787,473197,981762
2013-02-09,133725,319934,66022,483149,1002830
2013-02-10,129488,315326,68322,473279,986415
2013-02-11,130183,314342,65393,479561,989479
2013-02-12,130250,310650,67698,474896,983494
2013-02-13,127955,305887,64188,463029,961059
2013-02-14,129696,309721,62725,457282,959424
2013-02-15,128587,311545,63455,454493,958080
2013-02-16,131617,318657,66383,484181,1000838
2013-02-17,126982,306793,62993,453207,949975
2013-02-18,130611,314624,63979,476201,985415
2013-02-19,128222,304453,63774,453062,949511
2013-02-20,131367,318155,65807,479432,994761
2013-02-21,128638,344984,62918,404722,941262
2013-02-22,128526,344943,72277,432449,978195
2013-02-23,134582,385874,77137,471597,1069190
2013-02-24,132754,370706,103236,407671,1014367
2013-02-25,133627,391842,140475,362725,1028669
2013-02-26,131938,368811,96913,412841,1010503
2013-02-27,131415,368051,108128,406134,1013728
2013-02-28,129746,347853,80877,409319,967795
2013-03-01,132597,321393,68849,483180,1006019
2013-03-02,137516,350140,71733,474768,1034157
2013-03-03,134173,358374,110368,372579,975494
2013-03-04,138091,347585,104753,428897,1019326
2013-03-05,136690,354921,98597,403854,994062
2013-03-06,134386,345833,94830,419501,994550
2013-03-07,133232,353321,94751,393195,974499
2013-03-08,135340,362710,96439,402762,997251
2013-03-09,135538,369425,110601,423943,1039507
2013-03-10,132847,360209,104601,407671,1005328
2013-03-11,136903,362822,96563,426588,1022876
2013-03-12,135796,361417,85453,422274,1004940
2013-03-13,137541,355104,109072,418892,1020609
2013-03-14,133794,355918,80441,409729,979882
2013-03-15,135024,363099,99908,408485,1006516
2013-03-16,133749,353069,92818,403756,983392
2013-03-17,133749,339266,91101,381363,945479
2013-03-18,132188,337108,84447,390225,943968
2013-03-19,127477,360916,91413,418773,998579
2013-03-20,139014,362922,93079,436654,1031669
2013-03-21,137408,360087,86616,418177,1002288
2013-03-22,139072,364057,107373,416656,1027158
2013-03-23,143618,366919,163399,408284,1082220
2013-03-24,139789,348324,151505,366350,1005968
2013-03-25,134920,345760,167238,337467,985385
2013-03-26,139846,364564,178125,371279,1053814
2013-03-27,138391,367150,177669,375579,1058789
2013-03-28,131901,360512,171813,359897,1024123
2013-03-29,135517,359460,171056,378943,1044976
2013-03-30,137181,359893,184717,407389,1089180
2013-03-31,140645,376504,191535,335018,1043702
2013-04-01,144715,398192,202350,316339,1061596
2013-04-02,143345,409628,205150,317339,1075462
2013-04-03,140503,411678,199909,321640,1073730
2013-04-04,143245,414403,213983,339007,1110638
2013-04-05,143158,415108,207853,347722,1113841
2013-04-06,147609,435658,217196,338346,1138809
2013-04-07,141449,432816,201231,266459,1041955
2013-04-08,139522,406760,204315,288586,1039183
2013-04-09,142113,344895,190478,394708,1072194
2013-04-10,142832,319913,132428,477736,1072909
2013-04-11,144879,323897,122878,500852,1092506
2013-04-12,149462,323113,145794,501796,1120165
2013-04-13,150231,329329,155384,505150,1140094
2013-04-14,146574,311840,140596,468883,1067893
2013-04-15,145534,317178,107891,467415,1038018
2013-04-16,145577,314562,102090,489548,1051777
2013-04-17,147026,317769,110949,488516,1064260
2013-04-18,145470,322358,117265,493987,1079080
2013-04-19,144987,320271,111439,488316,1065013
2013-04-20,147272,327148,110724,502966,1088110
2013-04-21,148108,316982,120079,499064,1084233
2013-04-22,151251,320809,113321,499941,1085322
2013-04-23,151889,326195,117982,499109,1095175
2013-04-24,153362,330931,118197,529018,1131508
2013-04-25,154564,336345,122154,536244,1149307
2013-04-26,153721,387877,146955,480777,1169330
2013-04-27,152316,394613,160278,494377,1201584
2013-04-28,149316,375184,135596,477042,1137138
2013-04-29,155564,390222,131710,499173,1176669
2013-04-30,158137,381558,127135,491708,1158538
2013-05-01,158717,385863,132447,504678,1181705
2013-05-02,159182,333381,130641,535939,1159143
2013-05-03,156916,291752,133300,488137,1070105
2013-05-04,162238,292648,144291,539110,1138287
2013-05-05,149186,258228,126900,437534,971848
2013-05-06,156239,275823,137160,459051,1028273
2013-05-07,160524,305598,141886,559800,1167808
2013-05-08,154844,311569,126106,531390,1123909
2013-05-09,139086,319378,120035,525435,1103934
2013-05-10,128316,316520,118641,520348,1083825
2013-05-11,132330,335920,152796,553244,1174290
2013-05-12,132025,327886,136110,521821,1117842
2013-05-13,129595,326555,98588,521635,1076373
2013-05-14,125100,314125,105535,503051,1047811
2013-05-15,130928,329649,111416,554558,1126551
2013-05-16,130002,324960,98918,521695,1075575
2013-05-17,130154,323099,115797,532491,1101541
2013-05-18,137436,330085,147708,591168,1206397
2013-05-19,138468,323062,134282,568084,1163896
2013-05-20,141342,336902,139358,596316,1213918
2013-05-21,138650,327922,125958,584743,1177273
2013-05-22,136410,328241,125740,589858,1180249
2013-05-23,137954,332228,128272,592465,1190919
2013-05-24,138320,329564,133400,593271,1194555
2013-05-25,137519,326760,173396,589064,1226739
2013-05-26,135259,317420,142394,569177,1164250
2013-05-27,136049,323874,138470,584266,1182659
2013-05-28,133042,319213,128853,570163,1151271
2013-05-29,137677,325295,134145,590489,1187606
2013-05-30,137966,329155,139922,594980,1202023
2013-05-31,137577,333078,138054,580781,1189490
2013-06-01,133703,313354,147565,559009,1153631
2013-06-02,132857,321648,137593,546967,1139065
2013-06-03,139279,333160,135970,584566,1192975
2013-06-04,138236,335676,141700,591391,1207003
2013-06-05,137322,336464,155256,592980,1222022
2013-06-06,135837,333297,137388,589974,1196496
2013-06-07,133015,328204,132600,574651,1168470
2013-06-08,134265,334567,154161,582748,1205741
2013-06-09,132423,329438,152255,549387,1163503
2013-06-10,136467,336630,137097,584571,1194765
2013-06-11,135976,330761,148312,586219,1201268
2013-06-12,131262,320068,126453,561612,1139395
2013-06-13,127547,309967,103612,526196,1067322
2013-06-14,132571,320406,104582,540878,1098437
2013-06-15,135492,325917,134333,562339,1158081
2013-06-16,135625,321367,141659,548924,1147575
2013-06-17,140210,336240,140802,598971,1216223
2013-06-18,142916,337108,141666,601422,1223112
2013-06-19,145529,343700,143985,611117,1244331
2013-06-20,147066,339473,155966,615598,1258103
2013-06-21,148055,339665,149015,625038,1261773
2013-06-22,146294,325331,175440,598842,1245907
2013-06-23,143504,315118,171210,567862,1197694
2013-06-24,146604,323509,181113,592660,1243886
2013-06-25,149751,340576,172399,612002,1274728
2013-06-26,148548,343020,171717,609624,1272909
2013-06-27,145373,339641,172344,599284,1256642
2013-06-28,143448,339304,174244,606391,1263387
2013-06-29,142722,325138,186564,588500,1242924
2013-06-30,140675,316723,181344,557934,1196676
2013-07-01,144658,328930,174476,577757,1225821
2013-07-02,147350,334815,173304,595852,1251321
2013-07-03,146325,334557,171376,590969,1243227
2013-07-04,145428,334236,161678,595670,1237012
2013-07-05,146944,332766,169175,596995,1245880
2013-07-06,144998,326088,179706,577946,1228738
2013-07-07,143252,307949,179928,565739,1196868
2013-07-08,145810,335266,181137,587178,1249391
2013-07-09,147317,330367,166929,605043,1249656
2013-07-10,147719,325257,179141,608200,1260317
2013-07-11,146711,327425,183141,612855,1270132
2013-07-12,146924,325355,186042,600134,1258455
2013-07-13,146224,324969,181524,587953,1240670
2013-07-14,144291,319560,176298,567416,1207565
2013-07-15,147952,320624,184660,584077,1237313
2013-07-16,146770,320643,176923,580041,1224377
2013-07-17,144778,316572,158360,573081,1192791
2013-07-18,148706,323821,164432,590292,1227251
2013-07-19,148322,324721,168841,585987,1227871
2013-07-20,146584,315004,180273,576584,1218445
2013-07-21,144683,307457,168362,574036,1194538
2013-07-22,146068,314964,157874,581724,1200630
2013-07-23,145577,336918,167233,570523,1220251
2013-07-24,147052,367591,185486,550552,1250681
2013-07-25,146055,367058,189794,540070,1242977
2013-07-26,147877,365911,197287,543893,1254968
2013-07-27,146140,353095,206818,516424,1222477
2013-07-28,143987,343807,193182,509315,1190291
2013-07-29,151043,370347,198382,542716,1262488
2013-07-30,152205,371091,190892,541818,1256006
2013-07-31,152965,368909,205596,545411,1272881
2013-08-01,148978,361145,185965,527938,1224026
2013-08-02,149519,358933,201701,531055,1241208
2013-08-03,148187,345943,194984,522538,1211652
2013-08-04,146741,342594,192870,494079,1176284
2013-08-05,148007,344942,194340,505177,1192466
2013-08-06,149529,315627,183116,523061,1171333
2013-08-07,152027,320614,188933,529847,1191421
2013-08-08,152549,341894,198516,511435,1204394
2013-08-09,149419,342498,197423,501076,1190416
2013-08-10,148025,331056,201048,489134,1169263
2013-08-11,142478,312601,189816,460970,1105865
2013-08-12,148211,324706,189733,474011,1136661
2013-08-13,148046,328413,189727,482670,1148856
2013-08-14,148764,320800,199483,479311,1148358
2013-08-15,143499,302077,170865,428733,1045174
2013-08-16,147816,303750,187647,460016,1099229
2013-08-17,148893,300314,181802,483374,1114383
2013-08-18,149230,303676,186359,478322,1117587
2013-08-19,149834,322582,187062,501607,1161085
2013-08-20,148467,326589,197197,503159,1175412
2013-08-21,148016,325201,189220,512846,1175283
2013-08-22,149382,327087,200180,510009,1186658
2013-08-23,148099,325941,192259,508712,1175011
2013-08-24,146828,328190,198516,508587,1182121
2013-08-25,146266,321830,200606,516559,1185261
2013-08-26,150099,358468,199997,532393,1240957
2013-08-27,148748,357917,197763,538435,1242863
2013-08-28,148987,367540,207773,539864,1264164
2013-08-29,146433,362983,204513,541402,1255331
2013-08-30,148727,362271,197003,541217,1249218
2013-08-31,146652,355125,199055,533235,1234067
2013-09-01,146133,349449,190857,520646,1207085
2013-09-02,146138,369004,196100,542299,1253541
2013-09-03,143009,376096,193939,551150,1264194
2013-09-04,144220,371792,172476,552132,1240620
2013-09-05,142748,371452,173091,555065,1242356
2013-09-06,142653,370623,173036,553508,1239820
2013-09-07,139521,364188,163373,548614,1215696
2013-09-08,139865,356904,164247,535212,1196228
2013-09-09,141477,371281,158174,552088,1223020
2013-09-10,139336,375573,185573,554879,1255361
2013-09-11,138873,377530,174835,566809,1258047
2013-09-12,138984,379819,168596,564448,1251847
2013-09-13,138585,373787,163741,570458,1246571
2013-09-14,138932,364710,167471,553979,1225092
2013-09-15,137949,361815,165750,548025,1213539
2013-09-16,135926,363489,145846,543798,1189059
2013-09-17,137310,368541,161869,547477,1215197
2013-09-18,138720,374067,159046,565119,1236952
2013-09-19,142151,368840,164246,565310,1240547
2013-09-20,138908,369695,155767,539944,1204314
2013-09-21,136394,361759,151485,543580,1193218
2013-09-22,133492,354389,148705,521013,1157599
2013-09-23,135554,363673,137059,540698,1176984
2013-09-24,134677,368274,138749,545655,1187355
2013-09-25,136036,372753,140531,549689,1199009
2013-09-26,136967,368971,133871,548947,1188756
2013-09-27,137924,366152,132273,552674,1189023
2013-09-28,137545,371275,156761,557451,1223032
2013-09-29,135447,360898,147310,533591,1177246
2013-09-30,135746,370189,129773,540235,1175943
2013-10-01,130196,356819,103059,502141,1092215
2013-10-02,126981,353983,99888,488505,1069357
2013-10-03,123462,345757,87938,486479,1043636
2013-10-04,120919,340571,87872,490504,1039866
2013-10-05,123817,356273,88962,498249,1067301
2013-10-06,121989,358475,92610,504771,1077845
2013-10-07,127747,361476,97474,514634,1101331
2013-10-08,128370,364846,105553,507919,1106688
2013-10-09,127944,375214,106495,494827,1104480
2013-10-10,122630,363274,97339,494361,1077604
2013-10-11,124445,367983,116694,514786,1123908
2013-10-12,127608,362457,123003,531578,1144646
2013-10-13,125072,358315,115049,510627,1109063
2013-10-14,124930,362624,101809,525643,1115006
2013-10-15,123707,364165,102265,524088,1114225
2013-10-16,119669,353440,86878,485000,1044987
2013-10-17,121650,351320,71289,495573,1039832
2013-10-18,126339,356240,96344,509860,1088783
2013-10-19,125917,360620,100050,524254,1110841
2013-10-20,124236,349720,98923,508740,1081619
2013-10-21,125841,355359,94175,517088,1092463
2013-10-22,124626,357390,93765,506955,1082736
2013-10-23,124691,358485,95392,509668,1088236
2013-10-24,125946,358386,93257,513745,1091334
2013-10-25,126593,356747,106682,515450,1105472
2013-10-26,125397,357288,101959,501132,1085776
2013-10-27,127791,339119,102524,475196,1044630
2013-10-28,122407,344590,100532,473855,1041384
2013-10-29,126735,357175,96317,492242,1072469
2013-10-30,128876,357428,92038,503181,1081523
2013-10-31,127742,354389,96578,506627,1085336
2013-11-01,124909,358775,95703,501443,1080830
2013-11-02,127816,365816,110543,510287,1114462
2013-11-03,124691,356523,98371,487842,1067427
2013-11-04,125121,362314,89081,498700,1075216
2013-11-05,124712,319482,84758,510806,1039758
2013-11-06,122004,304463,76085,506058,1008610
2013-11-07,123348,311363,79097,507180,1020988
2013-11-08,123689,309394,79882,490051,1003016
2013-11-09,126064,316330,81975,520112,1044481
2013-11-10,123866,307239,81524,507154,1019783
2013-11-11,119587,338687,73724,449658,981656
2013-11-12,120281,306384,79262,492987,998914
2013-11-13,122183,301116,79319,478701,981319
2013-11-14,120039,300302,75246,482531,978118
2013-11-15,121806,297423,65856,491183,976268
2013-11-16,122419,308410,70765,502217,1003811
2013-11-17,120752,309023,68889,492516,991180
2013-11-18,118724,287928,67916,495336,969904
2013-11-19,116930,300044,66768,495135,978877
2013-11-20,115202,294463,67457,472608,949730
2013-11-21,117923,295974,66033,474450,954380
2013-11-22,120247,301305,66610,489370,977532
2013-11-23,116049,303716,67406,487529,974700
2013-11-24,113186,287147,67936,459199,927468
2013-11-25,115366,294506,65940,479144,954956
2013-11-26,114429,295105,64693,469860,944087
2013-11-27,116014,297706,74226,484604,972550
2013-11-28,116851,296254,63386,489629,966120
2013-11-29,116160,300099,63051,483805,963115
2013-11-30,113181,292569,64291,474024,944065
2013-12-01,111825,291350,64305,461654,929134
2013-12-02,113456,294697,63542,482811,954506
2013-12-03,111762,293332,67356,478357,950807
2013-12-04,114510,291113,68826,468752,943201
2013-12-05,116706,297610,71078,468886,954280
2013-12-06,114991,293404,68570,467759,944724
2013-12-07,113610,298944,65688,494026,972268
2013-12-08,113329,294220,72114,469440,949103
2013-12-09,113127,295601,73942,446428,929098
2013-12-10,112906,293095,72186,456856,935043
2013-12-11,113639,294005,73391,454514,935549
2013-12-12,116392,294967,72932,463098,947389
2013-12-13,114832,298756,67709,459939,941236
2013-12-14,117362,308631,71836,493251,991080
2013-12-15,115629,296363,67817,462973,942782
2013-12-16,114539,299332,75702,471974,961547
2013-12-17,112870,292821,60762,462215,928668
2013-12-18,113133,297866,67361,464774,943134
2013-12-19,115389,300982,71691,472115,960177
2013-12-20,116636,301870,79103,478506,976115
2013-12-21,116359,305747,71188,489446,982740
2013-12-22,114318,297118,66616,479334,957386
2013-12-23,120446,299122,66847,491660,978075
2013-12-24,117002,294282,67294,476463,955041
2013-12-25,111694,283805,65164,412765,873428
2013-12-26,114177,286329,65934,448767,915207
2013-12-27,112723,281708,63373,432051,889855
2013-12-28,115376,293839,66736,459746,935697
2013-12-29,114564,286408,65531,456617,923120
2013-12-30,116220,285614,64318,480736,946888
2013-12-31,116572,299133,66023,508770,990498
2014-01-01,108704,267785,61854,420244,858587
2014-01-02,113174,279883,64081,456588,913726
2014-01-03,114461,282040,65797,482037,944335
2014-01-04,114107,284860,66132,481125,946224
2014-01-05,112579,275393,70281,446719,904972
2014-01-06,110555,272022,66065,450402,899044
2014-01-07,114546,279237,66506,477108,937397
2014-01-08,116837,286077,65128,483560,951602
2014-01-09,117676,285269,64645,489624,957214
2014-01-10,116653,288041,65709,486837,957240
2014-01-11,116252,300297,67894,498669,983112
2014-01-12,114639,293156,66490,486336,960621
2014-01-13,113322,291504,67280,472554,944660
2014-01-14,114509,290915,65145,478631,949200
2014-01-15,113091,286504,63212,465774,928581
2014-01-16,114130,289431,63344,477139,944044
2014-01-17,119256,294169,64824,488446,966695
2014-01-18,115567,294874,65534,500880,976855
2014-01-19,115859,283845,66480,472594,938778
2014-01-20,115905,297599,65541,481962,961007
2014-01-21,116108,296099,68625,485293,966125
2014-01-22,117249,298984,69534,494446,980213
2014-01-23,115439,294285,64080,485211,959015
2014-01-24,115400,290845,62949,469692,938886
2014-01-25,114369,298479,64108,492785,969741
2014-01-26,108085,290479,61250,471782,931596
2014-01-27,107899,288351,61573,483200,941023
2014-01-28,112137,281915,60732,450550,905334
2014-01-29,116816,285996,62150,475023,939985
2014-01-30,116225,285063,61557,477929,940774
2014-01-31,115862,283482,61152,471638,932134
2014-02-01,113308,284564,60776,482469,941117
2014-02-02,114051,279614,59950,469957,923572
2014-02-03,115952,285106,59733,476390,937181
2014-02-04,116506,286000,59367,474162,936035
2014-02-05,116976,286689,59239,475583,938487
2014-02-06,117453,280393,60492,479122,937460
2014-02-07,115781,291112,61077,493949,961919
2014-02-08,119832,295503,62851,507571,985757
2014-02-09,117771,286123,62155,479592,945641
2014-02-10,119759,288948,62075,492633,963415
2014-02-11,120182,286240,64344,493836,964602
2014-02-12,118686,286186,72198,488779,965849
2014-02-13,117544,296760,77143,460928,952375
2014-02-14,116192,309366,77121,452560,955239
2014-02-15,115920,311756,78028,458874,964578
2014-02-16,115772,304721,77958,463943,962394
2014-02-17,118882,308023,122113,467509,1016527
2014-02-18,117187,309105,97555,466632,990479
2014-02-19,115474,311953,77925,464073,969425
2014-02-20,115378,307938,80269,463268,966853
2014-02-21,117113,303931,74813,441401,937258
2014-02-22,118654,314806,77721,469271,980452
2014-02-23,115976,300940,85145,441005,943066
2014-02-24,113400,301173,73843,441482,929898
2014-02-25,114262,307175,77990,462145,961572
2014-02-26,115975,310510,84369,459737,970591
2014-02-27,114461,311456,80522,461655,968094
2014-02-28,115393,299392,77283,437670,929738
2014-03-01,112278,292396,73805,431010,909489
2014-03-02,113846,292629,73397,428552,908424
2014-03-03,111808,283119,73212,421726,889865
2014-03-04,119825,305105,73056,459276,957262
2014-03-05,118672,306147,65366,454840,945025
2014-03-06,115704,303815,66537,451042,937098
2014-03-07,115544,300068,60087,466084,941783
2014-03-08,113611,304689,70068,478491,966859
2014-03-09,109956,295339,58312,448273,911880
2014-03-10,108836,296944,57024,446800,909604
2014-03-11,109770,302692,57477,458818,928757
2014-03-12,112378,305791,64366,487764,970299
2014-03-13,114735,305795,64592,478460,963582
2014-03-14,114634,311271,71938,483502,981345
2014-03-15,115327,325337,73815,495430,1009909
2014-03-16,111745,309795,67208,471688,960436
2014-03-17,117016,321779,75811,483941,998547
2014-03-18,115686,313141,73850,486773,989450
2014-03-19,113176,321415,80221,496885,1011697
2014-03-20,114126,320825,79146,492362,1006459
2014-03-21,117090,322207,80489,504260,1024046
2014-03-22,117835,326052,94629,523708,1062224
2014-03-23,114339,311133,82184,500786,1008442
